movie,year,rating,genre,runtime_min,imdb,metascore,votes,n_imdb
Modern Problems,1981,PG,"['Comedy', ' Fantasy', ' Sci-Fi']",93,5.0,27,5558,50.0
Universal Soldier: The Return,1999,R,"['Action', ' Sci-Fi']",83,4.2,24,29642,42.0
Air,2015,PG-13,"['Drama', ' Sci-Fi', ' Thriller']",95,5.1,33,12234,51.0
The Unthinkable,2018,,"['Action', ' Romance', ' Sci-Fi']",129,6.0,66,8218,60.0
It's Alive,1974,PG,"['Horror', ' Sci-Fi']",91,5.8,72,8151,58.0
I Still See You,2018,PG-13,"['Fantasy', ' Horror', ' Sci-Fi']",98,5.8,31,10392,58.0
Cocoon: The Return,1988,PG,"['Adventure', ' Comedy', ' Mystery']",116,5.4,45,16655,54.0
Voyage to the Bottom of the Sea,1961,PG,"['Action', ' Adventure', ' Sci-Fi']",105,6.0,49,6244,60.0
Evangelion: 2.0 You Can (Not) Advance,2009,,"['Animation', ' Action', ' Drama']",112,7.9,45,22131,79.0
Diamantino,2018,,"['Comedy', ' Drama', ' Fantasy']",96,6.3,75,2917,63.0
The Manhattan Project,1986,PG-13,"['Sci-Fi', ' Thriller']",117,6.1,61,6299,61.0
After Blue,2021,Unrated,"['Fantasy', ' Sci-Fi']",129,5.4,56,623,54.0
What the #$*! Do We (K)now!?,2004,Not Rated,"['Documentary', ' Comedy', ' Drama']",109,5.2,38,13628,52.0
Detention,2011,R,"['Adventure', ' Comedy', ' Fantasy']",93,5.6,45,15729,56.0
The Cat from Outer Space,1978,G,"['Comedy', ' Family', ' Sci-Fi']",104,6.0,58,5386,60.0
Clara,2018,Not Rated,['Sci-Fi'],105,6.7,43,5185,67.0
Grabbers,2012,Not Rated,"['Action', ' Adventure', ' Comedy']",94,6.3,62,18625,63.0
Fido,2006,R,"['Comedy', ' Drama', ' Horror']",93,6.7,70,29429,67.0
Fast Color,2018,PG-13,"['Drama', ' Sci-Fi', ' Thriller']",100,6.1,64,6489,61.0
CJ7,2008,PG,"['Adventure', ' Comedy', ' Drama']",88,6.4,46,16135,64.0
Branded,2012,R,"['Drama', ' Fantasy', ' Sci-Fi']",106,4.6,20,9180,46.0
Kingsglaive: Final Fantasy XV,2016,PG-13,"['Animation', ' Action', ' Adventure']",110,6.7,35,21979,67.0
Radioflash,2019,Unrated,"['Drama', ' Romance', ' Sci-Fi']",103,4.9,34,5576,49.0
Sound of My Voice,2011,R,"['Drama', ' Mystery', ' Sci-Fi']",85,6.6,67,22192,66.0
Extinction,2015,R,"['Action', ' Adventure', ' Drama']",112,5.8,46,17250,58.0
Officer Downe,2016,R,"['Action', ' Comedy', ' Sci-Fi']",88,4.2,26,2146,42.0
Robot & Frank,2012,PG-13,"['Comedy', ' Crime', ' Drama']",89,7.0,67,64465,70.0
Night of the Lepus,1972,PG,"['Horror', ' Sci-Fi', ' Thriller']",88,4.1,37,5065,41.0
Battle for Terra,2007,PG,"['Animation', ' Action', ' Adventure']",85,6.5,54,11875,65.0
Mighty Joe Young,1949,Approved,"['Adventure', ' Drama', ' Fantasy']",94,7.0,61,5370,70.0
The Signal,2007,R,"['Horror', ' Sci-Fi', ' Thriller']",103,6.0,63,21402,60.0
Evangelion: 3.0 You Can (Not) Redo,2012,TV-14,"['Animation', ' Action', ' Drama']",96,6.9,45,15953,69.0
Phineas and Ferb the Movie: Candace Against the Universe,2020,TV-G,"['Animation', ' Adventure', ' Comedy']",86,7.1,77,4674,71.0
Universal Soldier: Regeneration,2009,R,"['Action', ' Adventure', ' Sci-Fi']",97,5.2,70,25751,52.0
Only,2019,TV-MA,"['Drama', ' Romance', ' Sci-Fi']",98,5.1,53,3611,51.0
Transit,2018,Not Rated,"['Drama', ' Sci-Fi']",101,6.9,82,10618,69.0
My Hero Academia: Heroes Rising,2019,PG-13,"['Animation', ' Action', ' Adventure']",104,7.8,70,8377,78.0
Earth to Echo,2014,PG,"['Adventure', ' Family', ' Sci-Fi']",91,5.7,53,19229,57.0
Banshee Chapter,2013,R,"['Horror', ' Mystery', ' Sci-Fi']",87,5.4,62,10199,54.0
The Astronaut Farmer,2006,PG,"['Adventure', ' Drama', ' Sci-Fi']",104,6.3,55,22834,63.0
Monsters: Dark Continent,2014,R,"['Action', ' Drama', ' Horror']",119,4.3,42,10795,43.0
Open Grave,2013,Unrated,"['Horror', ' Mystery', ' Sci-Fi']",102,6.2,33,30204,62.0
Atlas Shrugged II: The Strike,2012,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",111,5.3,26,7344,53.0
Metropolis,2001,PG-13,"['Animation', ' Adventure', ' Drama']",108,7.2,75,21663,72.0
Robot Overlords,2014,PG-13,"['Action', ' Adventure', ' Sci-Fi']",90,4.6,47,7427,46.0
Cabin Fever 3: Patient Zero,2014,Not Rated,"['Horror', ' Sci-Fi']",91,4.4,30,7860,44.0
Approaching the Unknown,2016,R,"['Drama', ' Sci-Fi', ' Thriller']",90,4.9,53,8920,49.0
Steamboy,2004,PG-13,"['Animation', ' Action', ' Adventure']",126,6.8,66,17902,68.0
Return to Nuke 'Em High Volume 1,2013,Not Rated,"['Action', ' Comedy', ' Drama']",85,5.3,40,2176,53.0
American Hero,2015,Not Rated,"['Action', ' Comedy', ' Drama']",86,5.0,42,4276,50.0
Abominable,2006,R,"['Horror', ' Sci-Fi', ' Thriller']",94,5.1,31,4634,51.0
The Apple,1980,PG,"['Music', ' Musical', ' Sci-Fi']",90,4.3,39,2366,43.0
Deathsport,1978,R,"['Action', ' Drama', ' Sci-Fi']",82,4.1,33,2079,41.0
Big Man Japan,2007,PG-13,"['Action', ' Comedy', ' Sci-Fi']",113,6.3,62,3849,63.0
Marooned,1969,G,"['Adventure', ' Drama', ' Sci-Fi']",134,5.8,62,5385,58.0
King Kong vs. Godzilla,1963,Not Rated,"['Action', ' Adventure', ' Fantasy']",91,5.7,40,10515,57.0
Butt Boy,2019,TV-MA,"['Crime', ' Sci-Fi', ' Thriller']",99,5.5,56,1700,55.0
Ballistic: Ecks vs. Sever,2002,R,"['Action', ' Crime', ' Mystery']",91,3.6,19,20258,36.0
Nightmares,1983,R,"['Horror', ' Sci-Fi']",99,5.7,39,3398,57.0
Phase IV,1974,PG,"['Horror', ' Sci-Fi', ' Thriller']",84,6.4,49,8813,64.0
Kafka,1991,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",98,6.8,46,10137,68.0
Return from Witch Mountain,1978,G,"['Adventure', ' Family', ' Fantasy']",95,5.7,51,5277,57.0
Pandemic,2016,TV-MA,"['Action', ' Horror', ' Sci-Fi']",91,4.4,47,9265,44.0
The Cured,2017,R,"['Drama', ' Horror', ' Sci-Fi']",95,5.6,57,8816,56.0
Linoleum,2022,,"['Comedy', ' Drama', ' Sci-Fi']",101,7.6,81,117,76.0
Appleseed,2004,R,"['Animation', ' Action', ' Adventure']",101,6.9,40,18189,69.0
Youth Without Youth,2007,R,"['Drama', ' Fantasy', ' Mystery']",124,6.1,43,13713,61.0
Smilla's Sense of Snow,1997,R,"['Crime', ' Drama', ' Mystery']",121,6.3,45,14640,63.0
Lawnmower Man 2: Beyond Cyberspace,1996,PG-13,"['Action', ' Sci-Fi', ' Thriller']",93,2.5,29,9706,25.0
Teknolust,2002,R,"['Comedy', ' Drama', ' Romance']",85,5.3,43,1630,53.0
Promare,2019,PG-13,"['Animation', ' Action', ' Adventure']",111,7.0,76,4433,70.0
Atlas Shrugged: Who Is John Galt?,2014,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",99,4.3,9,3586,43.0
God Told Me To,1976,R,"['Crime', ' Horror', ' Sci-Fi']",91,6.2,55,5679,62.0
The Remaining,2014,PG-13,"['Drama', ' Horror', ' Mystery']",88,4.3,38,7385,43.0
Good Boy,2003,PG,"['Comedy', ' Drama', ' Family']",87,5.1,49,4468,51.0
The Powerpuff Girls Movie,2002,PG,"['Animation', ' Action', ' Adventure']",73,6.5,65,10278,65.0
Jonathan,2018,TV-MA,"['Drama', ' Sci-Fi']",100,5.9,62,6360,59.0
Bats,1999,PG-13,"['Horror', ' Sci-Fi', ' Thriller']",91,4.0,23,10643,40.0
Meteor,1979,PG,"['Action', ' Drama', ' Sci-Fi']",108,5.0,27,7401,50.0
The Specials,2000,R,"['Action', ' Comedy', ' Fantasy']",82,5.7,38,2403,57.0
The Day of the Dolphin,1973,PG,"['Drama', ' Sci-Fi', ' Thriller']",104,6.0,40,3270,60.0
Iceman,1984,PG,"['Drama', ' Sci-Fi']",100,6.1,62,5646,61.0
Steel Dawn,1987,R,"['Action', ' Adventure', ' Sci-Fi']",100,5.1,24,5203,51.0
Frankenstein's Army,2013,R,"['Horror', ' Sci-Fi']",84,5.3,49,8735,53.0
At First Light,2018,TV-14,"['Drama', ' Sci-Fi', ' Thriller']",90,5.6,49,3849,56.0
Glasshouse,2021,,"['Drama', ' Sci-Fi', ' Thriller']",97,5.5,65,603,55.0
Alien Abduction,2014,Not Rated,"['Action', ' Adventure', ' Horror']",85,4.8,46,8555,48.0
Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,R,"['Animation', ' Action', ' Adventure']",86,6.7,54,14124,67.0
Children of the Sea,2019,Not Rated,"['Animation', ' Adventure', ' Fantasy']",111,6.5,74,3054,65.0
The Brother from Another Planet,1984,R,"['Comedy', ' Sci-Fi']",108,6.8,70,6190,68.0
Real Men,1987,PG-13,"['Action', ' Comedy', ' Sci-Fi']",85,6.0,47,4426,60.0
Divine Love,2019,,"['Drama', ' Sci-Fi']",101,6.2,86,2079,62.0
Rememory,2017,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",111,6.1,48,16854,61.0
Big Ass Spider!,2013,PG-13,"['Action', ' Adventure', ' Comedy']",80,5.3,53,7399,53.0
Bug,1975,PG,"['Horror', ' Mystery', ' Sci-Fi']",99,5.2,42,2496,52.0
Moon 44,1990,R,"['Action', ' Sci-Fi', ' Thriller']",98,5.0,39,5347,50.0
Jeruzalem,2015,R,"['Horror', ' Sci-Fi', ' Thriller']",94,4.8,45,10188,48.0
The Medusa Touch,1978,PG,"['Horror', ' Sci-Fi']",109,6.9,49,6795,69.0
Marjorie Prime,2017,,"['Drama', ' Romance', ' Sci-Fi']",99,6.3,82,6520,63.0
Metropia,2009,TV-14,"['Animation', ' Drama', ' Mystery']",86,6.2,47,7851,62.0
LX 2048,2020,,"['Drama', ' Sci-Fi', ' Thriller']",103,4.9,61,1728,49.0
Code 46,2003,R,"['Drama', ' Romance', ' Sci-Fi']",93,6.1,57,20720,61.0
The Strongest Man in the World,1975,G,"['Comedy', ' Family', ' Sci-Fi']",92,5.9,63,3386,59.0
Starfish,2018,Not Rated,"['Drama', ' Sci-Fi', ' Thriller']",101,5.2,74,4262,52.0
Right at Your Door,2006,R,"['Drama', ' Sci-Fi', ' Thriller']",96,6.1,57,13993,61.0
The History of Future Folk,2012,Not Rated,"['Comedy', ' Music', ' Sci-Fi']",86,7.1,67,3574,71.0
The Day,2011,R,"['Action', ' Drama', ' Horror']",87,5.2,41,12870,52.0
Devil's Gate,2017,Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",94,5.1,37,6380,51.0
Young Ones,2014,R,"['Action', ' Drama', ' Romance']",100,5.8,47,9870,58.0
Godzilla 2000: Millennium,1999,PG,"['Action', ' Adventure', ' Drama']",99,6.0,41,8494,60.0
Vanishing Waves,2012,Unrated,"['Romance', ' Sci-Fi', ' Thriller']",124,5.9,58,2753,59.0
Empire of the Ants,1977,PG,"['Adventure', ' Horror', ' Sci-Fi']",89,4.2,26,4971,42.0
Advantageous,2015,Not Rated,"['Drama', ' Family', ' Sci-Fi']",90,6.1,59,5608,61.0
The Scribbler,2014,R,"['Mystery', ' Sci-Fi', ' Thriller']",88,5.3,32,5012,53.0
Jupiter's Moon,2017,PG-13,"['Drama', ' Fantasy', ' Mystery']",129,6.1,56,3337,61.0
Perfect,2018,,"['Horror', ' Mystery', ' Sci-Fi']",88,3.9,36,1091,39.0
Godzilla 1985,1985,PG,"['Action', ' Horror', ' Sci-Fi']",87,6.1,31,6490,61.0
Let Us In,2021,,"['Horror', ' Sci-Fi']",84,4.4,56,599,44.0
4:44 Last Day on Earth,2011,R,"['Drama', ' Fantasy', ' Sci-Fi']",82,4.6,54,5474,46.0
The Manitou,1978,PG,"['Horror', ' Sci-Fi']",104,5.3,47,2969,53.0
Spaced Invaders,1990,PG,"['Adventure', ' Comedy', ' Sci-Fi']",100,5.3,38,3751,53.0
The Omega Code,1999,PG-13,"['Action', ' Adventure', ' Fantasy']",100,3.5,14,5393,35.0
April and the Extraordinary World,2015,PG,"['Animation', ' Adventure', ' Comedy']",105,7.3,85,7834,73.0
Godzilla: King of the Monsters!,1956,Not Rated,"['Action', ' Horror', ' Sci-Fi']",80,6.3,60,8025,63.0
The Anomaly,2014,Not Rated,"['Action', ' Mystery', ' Sci-Fi']",97,4.7,27,7630,47.0
Undergods,2020,,"['Drama', ' Sci-Fi', ' Thriller']",92,5.4,71,1194,54.0
Godsend,2004,PG-13,"['Action', ' Drama', ' Fantasy']",102,4.8,24,25875,48.0
Jetsons: The Movie,1990,G,"['Animation', ' Comedy', ' Family']",82,5.5,46,5366,55.0
Phoenix Forgotten,2017,PG-13,"['Horror', ' Mystery', ' Sci-Fi']",87,5.3,33,6488,53.0
Undead,2003,R,"['Action', ' Comedy', ' Fantasy']",97,5.4,34,14336,54.0
Spriggan,1998,R,"['Animation', ' Action', ' Adventure']",90,6.5,48,3960,65.0
The Damned,1962,Approved,"['Drama', ' Fantasy', ' Horror']",87,6.6,72,3615,66.0
Ghost in the Machine,1993,R,"['Horror', ' Sci-Fi', ' Thriller']",95,4.6,34,3898,46.0
Minor Premise,2020,,"['Drama', ' Sci-Fi', ' Thriller']",95,5.6,66,4259,56.0
The Objective,2008,Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",90,5.4,26,8182,54.0
Space Station 76,2014,R,"['Comedy', ' Drama', ' Sci-Fi']",93,4.9,49,8374,49.0
Patema Inverted,2013,Not Rated,"['Animation', ' Adventure', ' Drama']",98,7.3,66,9450,73.0
Digimon: The Movie,2000,PG,"['Animation', ' Action', ' Adventure']",82,6.0,20,7527,60.0
Flu,2013,Not Rated,"['Action', ' Drama', ' Sci-Fi']",122,6.6,40,13568,66.0
Here Alone,2016,Not Rated,"['Drama', ' Horror', ' Sci-Fi']",98,5.6,59,7555,56.0
Kill Switch,2017,R,"['Action', ' Sci-Fi', ' Thriller']",91,4.7,31,8635,47.0
The Lovers,2015,R,"['Action', ' Adventure', ' Romance']",109,4.5,19,3317,45.0
Curvature,2017,,"['Mystery', ' Sci-Fi', ' Thriller']",90,4.7,38,3396,47.0
Synchronicity,2015,R,"['Drama', ' Mystery', ' Romance']",101,5.4,39,10961,54.0
Realive,2016,Not Rated,"['Drama', ' Sci-Fi']",112,5.9,59,5322,59.0
From Other Worlds,2004,,"['Comedy', ' Sci-Fi']",88,4.9,43,243,49.0
Bounty Killer,2013,R,"['Action', ' Comedy', ' Sci-Fi']",92,5.5,48,7275,55.0
Lapsis,2020,,"['Drama', ' Mystery', ' Sci-Fi']",108,6.2,74,2304,62.0
Cities of Last Things,2018,TV-MA,"['Crime', ' Drama', ' Sci-Fi']",106,6.2,66,1721,62.0
Children of the Damned,1964,Approved,"['Drama', ' Horror', ' Mystery']",89,6.2,42,4680,62.0
The Dead,2010,R,"['Action', ' Adventure', ' Drama']",105,5.7,59,9373,57.0
Bokeh,2017,TV-MA,"['Drama', ' Sci-Fi']",92,5.0,56,7540,50.0
The Pink Cloud,2021,R,"['Drama', ' Sci-Fi']",105,6.0,69,703,60.0
Kaena: The Prophecy,2003,PG-13,"['Animation', ' Adventure', ' Family']",85,6.0,40,4069,60.0
Digging Up the Marrow,2014,Not Rated,"['Biography', ' Comedy', ' Drama']",89,5.8,45,5436,58.0
Last Words,2020,,"['Drama', ' Sci-Fi']",126,4.7,50,310,47.0
Renaissance,2006,R,"['Animation', ' Action', ' Sci-Fi']",105,6.6,57,16142,66.0
Mystery Science Theater 3000: The Movie,1996,PG-13,"['Comedy', ' Drama', ' Fantasy']",73,7.2,65,18533,72.0
+1,2013,Not Rated,"['Romance', ' Sci-Fi', ' Thriller']",96,5.5,60,8260,55.0
Aftermath,2014,Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",92,4.8,40,2014,48.0
The Million Dollar Duck,1971,G,"['Comedy', ' Family', ' Sci-Fi']",89,5.7,45,2423,57.0
Luis and the Aliens,2018,PG,"['Animation', ' Adventure', ' Comedy']",86,6.0,46,2667,60.0
Megiddo: The Omega Code 2,2001,PG-13,"['Action', ' Adventure', ' Fantasy']",104,3.9,35,2860,39.0
Fireworks,2017,TV-PG,"['Animation', ' Drama', ' Fantasy']",90,5.5,40,3412,55.0
Lazer Team,2015,PG-13,"['Action', ' Comedy', ' Sci-Fi']",102,5.5,42,9452,55.0
The Mating Habits of the Earthbound Human,1999,R,"['Comedy', ' Sci-Fi']",88,6.3,26,6329,63.0
1982,2019,,"['Drama', ' History', ' Romance']",100,6.6,59,1058,66.0
Time Changer,2002,PG,"['Drama', ' Fantasy', ' Sci-Fi']",95,5.1,26,2592,51.0
In My Room,2018,TV-MA,"['Drama', ' Sci-Fi']",119,6.2,84,1135,62.0
Volition,2019,TV-MA,"['Sci-Fi', ' Thriller']",91,5.6,62,2062,56.0
Antibirth,2016,Not Rated,"['Comedy', ' Horror', ' Mystery']",94,4.9,56,3402,49.0
Cold Souls,2009,PG-13,"['Comedy', ' Drama', ' Fantasy']",101,6.4,69,9945,64.0
Portals,2019,,"['Horror', ' Sci-Fi']",85,3.2,30,927,32.0
It's All About Love,2003,R,"['Drama', ' Romance', ' Sci-Fi']",106,5.3,32,9645,53.0
Alien Outpost,2014,Not Rated,"['Action', ' Sci-Fi', ' Thriller']",92,4.7,26,6348,47.0
Son of Kong,1933,Passed,"['Adventure', ' Family', ' Horror']",70,5.6,50,4834,56.0
The Mind's Eye,2015,Not Rated,"['Action', ' Horror', ' Sci-Fi']",87,4.7,55,1936,47.0
Skyman,2019,,['Sci-Fi'],92,5.1,57,238,51.0
CQ,2001,R,"['Comedy', ' Drama', ' Sci-Fi']",88,6.2,56,4949,62.0
The Returned,2013,,"['Crime', ' Drama', ' Horror']",98,5.9,47,8550,59.0
Birdboy: The Forgotten Children,2015,TV-14,"['Animation', ' Drama', ' Sci-Fi']",76,7.2,76,2703,72.0
Beneath,2013,Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",90,3.6,40,4566,36.0
Pokémon Heroes,2002,G,"['Animation', ' Action', ' Adventure']",71,6.0,27,6312,60.0
The Diabolical,2015,TV-MA,"['Horror', ' Sci-Fi']",86,4.7,25,5623,47.0
William,2019,,"['Adventure', ' Drama', ' Family']",100,5.6,57,574,56.0
Fullmetal Alchemist: The Sacred Star of Milos,2011,TV-PG,"['Animation', ' Action', ' Adventure']",110,6.9,54,5100,69.0
Before We Vanish,2017,R,"['Drama', ' Sci-Fi']",129,6.1,64,2557,61.0
Morons from Outer Space,1985,PG-13,"['Comedy', ' Sci-Fi']",90,4.5,39,2028,45.0
Stranded,2013,Not Rated,"['Horror', ' Sci-Fi']",84,3.5,27,4149,35.0
The Lost Skeleton of Cadavra,2001,PG,"['Comedy', ' Horror', ' Sci-Fi']",90,6.8,45,4950,68.0
The Terminal Man,1974,PG,"['Horror', ' Sci-Fi', ' Thriller']",107,5.6,41,2332,56.0
The Long Walk,2019,,"['Drama', ' Horror', ' Mystery']",116,6.9,72,473,69.0
Blood Glacier,2013,Not Rated,"['Horror', ' Mystery', ' Sci-Fi']",98,5.4,45,3857,54.0
Save the Green Planet!,2003,Not Rated,"['Comedy', ' Crime', ' Drama']",118,7.2,70,8328,72.0
Sleep Dealer,2008,PG-13,"['Drama', ' Romance', ' Sci-Fi']",90,6.0,59,6528,60.0
Unidentified Flying Oddball,1979,G,"['Adventure', ' Comedy', ' Family']",93,5.2,66,1228,52.0
Escaflowne: The Movie,2000,PG-13,"['Adventure', ' Animation', ' Drama']",98,6.6,50,3684,66.0
Spark: A Space Tail,2016,PG,"['Animation', ' Action', ' Adventure']",91,4.4,22,1256,44.0
Riot Girls,2019,,"['Action', ' Sci-Fi']",81,4.6,59,719,46.0
The Institute,2012,Not Rated,"['Documentary', ' Crime', ' Mystery']",92,6.2,55,1337,62.0
Monster Hunt 2,2018,Not Rated,"['Adventure', ' Comedy', ' Fantasy']",110,5.4,63,1801,54.0
Mondocane,2021,,"['Action', ' Sci-Fi']",116,6.2,45,455,62.0
Radio Free Albemuth,2010,R,"['Drama', ' Sci-Fi']",111,5.6,35,1826,56.0
Andron,2015,R,"['Action', ' Sci-Fi']",100,2.7,16,3078,27.0
Almost Human,2013,Unrated,"['Horror', ' Sci-Fi', ' Thriller']",80,4.7,40,3324,47.0
Stung,2015,Not Rated,"['Action', ' Adventure', ' Comedy']",87,5.1,46,5052,51.0
The Wall,2012,Not Rated,"['Drama', ' Mystery', ' Sci-Fi']",108,6.7,67,6527,67.0
Alien Trespass,2009,PG,"['Comedy', ' Horror', ' Sci-Fi']",90,5.7,48,4047,57.0
Atomica,2017,Not Rated,"['Sci-Fi', ' Thriller']",81,4.1,33,2338,41.0
Returner,2002,R,"['Action', ' Adventure', ' Sci-Fi']",116,6.4,36,11368,64.0
Storage 24,2012,R,"['Horror', ' Sci-Fi']",87,4.5,52,7243,45.0
The Wild Blue Yonder,2005,Not Rated,['Sci-Fi'],80,6.1,65,3738,61.0
Mrs. Hyde,2017,Unrated,"['Comedy', ' Drama', ' Sci-Fi']",95,5.2,60,1576,52.0
The Human Race,2013,Not Rated,"['Action', ' Comedy', ' Horror']",87,5.1,32,11051,51.0
Incident at Loch Ness,2004,PG-13,"['Adventure', ' Comedy', ' Fantasy']",94,6.5,62,4219,65.0
Extraterrestrial,2011,Not Rated,"['Comedy', ' Drama', ' Sci-Fi']",95,5.8,55,4031,58.0
Jack Brooks: Monster Slayer,2007,R,"['Action', ' Comedy', ' Horror']",85,5.9,46,6454,59.0
King Car,2021,,"['Fantasy', ' Sci-Fi']",99,5.5,71,207,55.0
Wonderful Days,2003,Unrated,"['Animation', ' Action', ' Adventure']",86,6.7,53,9293,67.0
The Reconstruction of William Zero,2014,Not Rated,"['Drama', ' Mystery', ' Sci-Fi']",98,5.4,57,1191,54.0
Iceman,2014,R,"['Action', ' Comedy', ' History']",104,4.7,32,3649,47.0
Instant Dreams,2017,,"['Documentary', ' Drama', ' Sci-Fi']",91,7.0,46,1129,70.0
Zebraman,2004,PG-13,"['Action', ' Comedy', ' Sci-Fi']",115,6.5,62,3525,65.0
Narcopolis,2015,Not Rated,"['Mystery', ' Sci-Fi', ' Thriller']",96,4.4,30,1849,44.0
Hover,2018,Not Rated,['Sci-Fi'],86,3.7,40,618,37.0
Septic Man,2013,R,"['Horror', ' Sci-Fi']",83,4.1,8,831,41.0
Labyrinth of Cinema,2019,,"['Drama', ' History', ' Romance']",179,6.7,82,815,67.0
My Twentieth Century,1989,,"['Comedy', ' Drama', ' Sci-Fi']",104,7.1,81,1783,71.0
Special,2006,R,"['Comedy', ' Drama', ' Sci-Fi']",81,6.8,57,5715,68.0
Toad Road,2012,Unrated,"['Drama', ' Horror', ' Sci-Fi']",76,5.0,54,1349,50.0
Anatomy 2,2003,R,"['Horror', ' Sci-Fi', ' Thriller']",101,5.0,46,3801,50.0
Stereo (Tile 3B of a CAEE Educational Mosaic),1969,Not Rated,['Sci-Fi'],65,5.1,42,2083,51.0
Eva,2011,PG-13,"['Adventure', ' Drama', ' Fantasy']",94,6.6,57,10169,66.0
Auggie,2019,,"['Drama', ' Sci-Fi']",81,5.4,44,567,54.0
Passion of Mind,2000,PG-13,"['Drama', ' Mystery', ' Romance']",105,5.5,28,3464,55.0
The American Astronaut,2001,Not Rated,"['Musical', ' Comedy', ' Sci-Fi']",91,6.9,51,3142,69.0
Embers,2015,Not Rated,"['Drama', ' Mystery', ' Sci-Fi']",85,5.3,55,2214,53.0
The Greening of Whitney Brown,2011,PG,"['Animation', ' Adventure', ' Family']",83,5.2,33,644,52.0
The 11th Green,2020,Not Rated,"['Drama', ' History', ' Sci-Fi']",108,6.2,68,81,62.0
Creative Control,2015,R,"['Drama', ' Sci-Fi']",97,5.4,58,2224,54.0
Mutant Aliens,2001,R,"['Animation', ' Comedy', ' Sci-Fi']",81,6.6,39,1232,66.0
The Girl from Monday,2005,R,"['Action', ' Comedy', ' Sci-Fi']",84,5.3,45,1075,53.0
Napping Princess,2017,,"['Animation', ' Adventure', ' Drama']",111,6.3,69,1418,63.0
Brand Upon the Brain!,2006,Not Rated,"['Comedy', ' Drama', ' Fantasy']",95,7.3,79,3576,73.0
Griff the Invisible,2010,PG-13,"['Comedy', ' Drama', ' Romance']",90,6.0,49,4938,60.0
Letters from the Big Man,2011,Not Rated,"['Drama', ' Sci-Fi']",104,6.3,66,204,63.0
Generation P,2011,,"['Comedy', ' Drama', ' Sci-Fi']",112,6.7,65,4011,67.0
Phantom Boy,2015,PG,"['Animation', ' Action', ' Adventure']",84,6.6,66,1571,66.0
WXIII: Patlabor the Movie 3,2001,R,"['Animation', ' Action', ' Crime']",102,6.6,47,1322,66.0
Karmalink,2021,,"['Drama', ' Sci-Fi']",101,7.2,73,85,72.0
War of the Worlds: Goliath,2012,PG-13,"['Animation', ' Action', ' Adventure']",85,5.4,33,1203,54.0
Closer to God,2014,,"['Horror', ' Sci-Fi', ' Thriller']",81,4.6,54,1037,46.0
Listening,2014,Not Rated,"['Drama', ' Sci-Fi', ' Thriller']",98,5.6,35,3232,56.0
The Princess Blade,2001,R,"['Action', ' Sci-Fi']",93,5.6,59,3030,56.0
Mysterious Object at Noon,2000,Not Rated,"['Documentary', ' Drama', ' Fantasy']",89,6.8,69,1505,68.0
Tank 432,2015,Not Rated,"['Action', ' Horror', ' Mystery']",88,3.3,43,2009,33.0
Hangar 10,2014,Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",87,3.6,28,1556,36.0
Dead or Alive: Final,2002,Not Rated,"['Action', ' Crime', ' Drama']",89,5.6,34,2655,56.0
Uncle Kent 2,2015,Unrated,"['Comedy', ' Sci-Fi']",73,5.3,54,236,53.0
Absence,2013,Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",84,4.1,20,841,41.0
